Instancia;Tarefas Finalizadas;Tarefas não finalizads;Trocas;Instancias de troca;Soluções Iniciais;Soluções Final;Soluções Final Real;Tempo;PTL
instance41_m=2_n=8_l=15_c=10_s=1;8,0;0,0;2,0;1,7;-16,0;-2,0;221,0;0,7601;-0,1
instance42_m=2_n=8_l=15_c=10_s=2;8,0;0,0;2,0;1,3;-30,0;-2,0;225,0;0,7574;0,0
instance43_m=2_n=8_l=15_c=10_s=0;7,0;1,0;0,0;0,0;-30,1;-30,0;180,0;0,7688;-0,1
instance44_m=2_n=8_l=15_c=10_s=1;7,0;1,0;0,0;0,0;-30,0;-30,0;180,0;0,7673;-0,3
instance45_m=2_n=8_l=15_c=10_s=2;7,0;1,0;0,0;0,0;-30,0;-30,0;180,0;0,7705;-0,3
instance46_m=2_n=8_l=15_c=10_s=0;8,0;0,0;0,0;0,0;-0,3;0,0;240,0;0,7668;0,0
instance47_m=2_n=8_l=15_c=10_s=1;8,0;0,0;0,0;0,0;-3,6;0,0;240,0;0,7693;-0,2
instance48_m=2_n=8_l=15_c=10_s=2;8,0;0,0;0,0;0,0;-3,6;0,0;240,0;0,7728;-0,2
instance49_m=2_n=8_l=15_c=10_s=0;7,0;1,0;0,0;0,0;-30,0;-30,0;180,0;0,769;-0,7
instance50_m=2_n=8_l=15_c=10_s=1;7,0;1,0;0,0;0,0;-30,0;-30,0;180,0;0,769;-0,3
instance51_m=2_n=8_l=15_c=10_s=2;7,0;1,0;0,0;0,0;-30,0;-30,0;180,0;0,7692;-0,3
instance52_m=2_n=8_l=15_c=10_s=0;8,0;0,0;3,0;1,6;-8,4;-3,0;221,0;0,7733;0,0
instance53_m=2_n=8_l=15_c=10_s=1;8,0;0,0;3,0;1,6;-13,8;-3,0;221,0;0,7723;0,0
instance54_m=2_n=8_l=15_c=10_s=2;8,0;0,0;3,0;1,2;-8,4;-3,0;225,0;0,7714;0,0
instance55_m=2_n=8_l=15_c=10_s=0;8,0;0,0;0,0;0,0;-9,9;0,0;240,0;0,7648;0,0
instance56_m=2_n=8_l=15_c=10_s=1;8,0;0,0;0,0;0,0;-7,2;0,0;240,0;0,7642;-0,1
instance57_m=2_n=8_l=15_c=10_s=2;8,0;0,0;0,0;0,0;-0,6;0,0;240,0;0,764;0,0
instance58_m=2_n=8_l=15_c=10_s=0;8,0;0,0;1,0;1,0;-1,3;-1,0;229,0;0,7708;0,0
instance59_m=2_n=8_l=15_c=10_s=1;8,0;0,0;1,0;1,0;-3,9;-1,0;229,0;0,7713;-0,1
instance60_m=2_n=8_l=15_c=10_s=2;8,0;0,0;1,0;1,0;-1,4;-1,0;229,0;0,7777;-0,1
instance61_m=2_n=8_l=15_c=10_s=0;8,0;0,0;8,0;4,8;-10,5;-8,0;184,0;0,6344;0,0
instance62_m=2_n=8_l=15_c=10_s=1;8,0;0,0;8,0;4,5;-18,5;-8,0;187,0;0,6341;0,0
instance63_m=2_n=8_l=15_c=10_s=2;8,0;0,0;8,0;4,8;-11,6;-8,0;184,0;0,6339;-0,1
instance64_m=2_n=8_l=15_c=10_s=0;8,0;0,0;9,0;5,1;-13,6;-9,0;180,0;0,6346;0,0
instance65_m=2_n=8_l=15_c=10_s=1;8,0;0,0;9,0;5,1;-12,8;-9,0;180,0;0,6343;0,0
instance66_m=2_n=8_l=15_c=10_s=2;8,0;0,0;9,0;5,1;-10,9;-9,0;180,0;0,6373;0,0
instance67_m=2_n=8_l=15_c=10_s=0;7,0;1,0;6,0;3,7;-37,5;-36,0;137,0;0,6301;0,0
instance68_m=2_n=8_l=15_c=10_s=1;7,0;1,0;6,0;3,8;-37,6;-36,0;136,0;0,632;0,0
instance69_m=2_n=8_l=15_c=10_s=2;7,0;1,0;6,0;3,7;-37,6;-36,0;137,0;0,6266;0,0
instance70_m=2_n=8_l=15_c=10_s=0;8,0;0,0;10,0;5,3;-24,7;-10,0;177,0;0,6323;0,0
instance71_m=2_n=8_l=15_c=10_s=1;8,0;0,0;10,0;5,1;-21,7;-10,0;179,0;0,6331;0,0
instance72_m=2_n=8_l=15_c=10_s=2;8,0;0,0;10,0;4,7;-16,6;-10,0;183,0;0,6346;0,0
instance73_m=2_n=8_l=15_c=10_s=0;8,0;0,0;10,0;5,7;-14,4;-10,0;173,0;0,6321;-0,1
instance74_m=2_n=8_l=15_c=10_s=1;8,0;0,0;10,0;5,7;-11,6;-10,0;173,0;0,6361;0,0
instance75_m=2_n=8_l=15_c=10_s=2;8,0;0,0;10,0;5,6;-12,1;-10,0;174,0;0,6317;0,0
instance76_m=2_n=8_l=15_c=10_s=0;8,0;0,0;8,0;4,2;-13,4;-8,0;190,0;0,6327;0,3
instance77_m=2_n=8_l=15_c=10_s=1;8,0;0,0;8,0;4,4;-10,6;-8,0;188,0;0,6291;0,0
instance78_m=2_n=8_l=15_c=10_s=2;8,0;0,0;8,0;4,2;-11,0;-8,0;190,0;0,6343;0,1
instance79_m=2_n=8_l=15_c=10_s=0;8,0;0,0;8,0;4,4;-13,2;-8,0;188,0;0,6341;0,0
instance80_m=2_n=8_l=15_c=10_s=1;8,0;0,0;8,0;4,5;-10,9;-8,0;187,0;0,6378;0,0
instance81_m=2_n=8_l=15_c=10_s=2;8,0;0,0;8,0;4,7;-10,4;-8,0;185,0;0,6355;0,0
instance82_m=2_n=8_l=15_c=10_s=0;8,0;0,0;9,0;5,2;-16,7;-9,0;179,0;0,6337;0,0
instance83_m=2_n=8_l=15_c=10_s=1;8,0;0,0;9,0;5,2;-11,0;-9,0;179,0;0,6371;0,0
instance84_m=2_n=8_l=15_c=10_s=2;8,0;0,0;9,0;5,2;-10,8;-9,0;179,0;0,6362;0,0
instance85_m=2_n=8_l=15_c=10_s=0;8,0;0,0;9,0;5,1;-18,6;-9,0;180,0;0,6301;0,0
instance86_m=2_n=8_l=15_c=10_s=1;8,0;0,0;9,0;5,1;-24,4;-9,0;180,0;0,6343;0,0
instance87_m=2_n=8_l=15_c=10_s=2;8,0;0,0;9,0;5,3;-28,6;-9,0;178,0;0,6293;0,0
instance88_m=2_n=8_l=15_c=10_s=0;8,0;0,0;9,0;5,1;-19,3;-9,0;180,0;0,6362;0,0
instance89_m=2_n=8_l=15_c=10_s=1;8,0;0,0;9,0;4,8;-13,9;-9,0;183,0;0,628;0,0
instance90_m=2_n=8_l=15_c=10_s=2;8,0;0,0;9,0;5,1;-17,0;-9,0;180,0;0,6332;0,0
instance91_m=2_n=8_l=15_c=10_s=0;8,0;0,0;7,0;4,8;-9,2;-7,0;185,0;0,6366;0,0
instance92_m=2_n=8_l=15_c=10_s=1;8,0;0,0;7,0;5,2;-8,7;-7,0;181,0;0,6486;0,0
instance93_m=2_n=8_l=15_c=10_s=2;8,0;0,0;7,0;4,9;-9,3;-7,0;184,0;0,6355;0,0
instance94_m=2_n=8_l=15_c=10_s=0;8,0;0,0;9,0;4,4;-26,3;-9,0;187,0;0,6284;0,0
instance95_m=2_n=8_l=15_c=10_s=1;8,0;0,0;9,0;4,4;-19,4;-9,0;187,0;0,6323;0,0
instance96_m=2_n=8_l=15_c=10_s=2;8,0;0,0;9,0;4,4;-10,9;-9,0;187,0;0,6381;0,0
instance97_m=2_n=8_l=15_c=10_s=0;8,0;0,0;8,0;5,6;-14,6;-8,0;176,0;0,6352;0,0
instance98_m=2_n=8_l=15_c=10_s=1;8,0;0,0;8,0;5,6;-17,6;-8,0;176,0;0,6378;0,0
instance99_m=2_n=8_l=15_c=10_s=2;8,0;0,0;8,0;5,7;-9,3;-8,0;175,0;0,6395;0,0
instance100_m=2_n=8_l=15_c=10_s=0;7,0;1,0;4,0;4,0;-36,2;-34,0;136,0;0,6408;0,2
instance101_m=2_n=8_l=15_c=10_s=1;7,0;1,0;4,0;4,0;-36,0;-34,0;136,0;0,6367;0,3
instance102_m=2_n=8_l=15_c=10_s=2;7,0;1,0;4,0;4,0;-36,4;-34,0;136,0;0,6369;0,7
instance103_m=2_n=8_l=15_c=10_s=0;7,0;1,0;5,0;4,6;-36,5;-35,0;129,0;0,6357;0,3
instance104_m=2_n=8_l=15_c=10_s=1;7,0;1,0;5,0;4,4;-36,8;-35,0;131,0;0,636;0,0
instance105_m=2_n=8_l=15_c=10_s=2;7,0;1,0;5,0;4,6;-36,8;-35,0;129,0;0,6382;0,3
instance106_m=2_n=8_l=15_c=10_s=0;7,0;1,0;5,0;4,1;-36,5;-35,0;134,0;0,6404;0,0
instance107_m=2_n=8_l=15_c=10_s=1;7,0;1,0;5,0;4,2;-36,8;-35,0;133,0;0,6439;0,0
instance108_m=2_n=8_l=15_c=10_s=2;7,0;1,0;5,0;4,1;-36,8;-35,0;134,0;0,6384;0,0
instance109_m=2_n=8_l=15_c=10_s=0;8,0;0,0;8,0;5,3;-13,2;-8,0;179,0;0,6456;-0,1
instance110_m=2_n=8_l=15_c=10_s=1;8,0;0,0;8,0;5,0;-10,7;-8,0;182,0;0,647;0,0
instance111_m=2_n=8_l=15_c=10_s=2;8,0;0,0;8,0;4,9;-12,4;-8,0;183,0;0,6528;0,0
instance112_m=2_n=8_l=15_c=10_s=0;8,0;0,0;8,0;5,7;-14,1;-8,0;175,0;0,6446;0,0
instance113_m=2_n=8_l=15_c=10_s=1;8,0;0,0;8,0;5,3;-20,3;-8,0;179,0;0,6444;0,0
instance114_m=2_n=8_l=15_c=10_s=2;8,0;0,0;8,0;5,3;-14,7;-8,0;179,0;0,6466;0,0
instance115_m=2_n=8_l=15_c=10_s=0;8,0;0,0;7,0;5,6;-9,5;-7,0;177,0;0,6496;0,0
instance116_m=2_n=8_l=15_c=10_s=1;8,0;0,0;7,0;5,4;-9,1;-7,0;179,0;0,6484;0,0
instance117_m=2_n=8_l=15_c=10_s=2;8,0;0,0;7,0;5,4;-9,3;-7,0;179,0;0,645;0,0
instance118_m=2_n=8_l=15_c=10_s=0;8,0;0,0;7,0;4,9;-19,6;-7,0;184,0;0,643;0,0
instance119_m=2_n=8_l=15_c=10_s=1;8,0;0,0;7,0;4,1;-20,2;-7,0;192,0;0,6413;0,0
instance120_m=2_n=8_l=15_c=10_s=2;8,0;0,0;7,0;4,9;-14,5;-7,0;184,0;0,6455;0,0
instance121_m=2_n=8_l=20_c=10_s=0;8,0;0,0;19,0;5,5;-25,7;-19,0;166,0;0,6466;0,0
instance122_m=2_n=8_l=20_c=10_s=1;8,0;0,0;19,0;5,4;-23,6;-19,0;167,0;0,6426;0,0
instance123_m=2_n=8_l=20_c=10_s=2;8,0;0,0;19,0;5,5;-23,8;-19,0;166,0;0,6431;0,0
instance124_m=2_n=8_l=20_c=10_s=0;8,0;0,0;19,0;5,5;-25,6;-19,0;166,0;0,6409;0,0
instance125_m=2_n=8_l=20_c=10_s=1;8,0;0,0;19,0;5,7;-32,6;-19,0;164,0;0,6419;0,0
instance126_m=2_n=8_l=20_c=10_s=2;8,0;0,0;19,0;5,8;-29,0;-19,0;163,0;0,6425;0,0
instance127_m=2_n=8_l=20_c=10_s=0;8,0;0,0;18,0;6,0;-20,0;-18,0;162,0;0,6459;-0,2
instance128_m=2_n=8_l=20_c=10_s=1;8,0;0,0;18,0;6,0;-24,9;-18,0;162,0;0,649;-0,1
instance129_m=2_n=8_l=20_c=10_s=2;8,0;0,0;18,0;6,0;-22,1;-18,0;162,0;0,644;0,0
instance130_m=2_n=8_l=20_c=10_s=0;8,0;0,0;19,0;5,6;-28,3;-19,0;165,0;0,6466;0,0
instance131_m=2_n=8_l=20_c=10_s=1;8,0;0,0;19,0;5,7;-26,5;-19,0;164,0;0,6447;0,0
instance132_m=2_n=8_l=20_c=10_s=2;8,0;0,0;19,0;5,7;-26,5;-19,0;164,0;0,6484;0,0
instance133_m=2_n=8_l=20_c=10_s=0;8,0;0,0;17,0;5,9;-19,5;-17,0;164,0;0,641;0,0
instance134_m=2_n=8_l=20_c=10_s=1;8,0;0,0;17,0;5,9;-21,3;-17,0;164,0;0,6433;-0,1
instance135_m=2_n=8_l=20_c=10_s=2;8,0;0,0;17,0;5,7;-24,0;-17,0;166,0;0,6411;0,0
instance136_m=2_n=8_l=20_c=10_s=0;8,0;0,0;17,0;6,0;-29,8;-17,0;163,0;0,6415;0,0
instance137_m=2_n=8_l=20_c=10_s=1;8,0;0,0;17,0;6,0;-30,2;-17,0;163,0;0,6453;0,0
instance138_m=2_n=8_l=20_c=10_s=2;8,0;0,0;17,0;6,0;-30,4;-17,0;163,0;0,6445;0,0
instance139_m=2_n=8_l=20_c=10_s=0;8,0;0,0;17,0;5,6;-21,9;-17,0;167,0;0,645;-0,1
instance140_m=2_n=8_l=20_c=10_s=1;8,0;0,0;17,0;5,6;-18,8;-17,0;167,0;0,6495;0,0
instance141_m=2_n=8_l=20_c=10_s=2;8,0;0,0;17,0;5,6;-24,2;-17,0;167,0;0,6474;0,0
instance142_m=2_n=8_l=20_c=10_s=0;8,0;0,0;16,0;6,0;-23,5;-16,0;164,0;0,641;-0,1
instance143_m=2_n=8_l=20_c=10_s=1;8,0;0,0;16,0;6,0;-21,1;-16,0;164,0;0,6428;0,0
instance144_m=2_n=8_l=20_c=10_s=2;8,0;0,0;16,0;6,0;-29,0;-16,0;164,0;0,6472;0,0
instance145_m=2_n=8_l=20_c=10_s=0;8,0;0,0;18,0;5,4;-34,1;-18,0;168,0;0,6438;0,0
instance146_m=2_n=8_l=20_c=10_s=1;8,0;0,0;18,0;5,8;-32,0;-18,0;164,0;0,647;0,0
instance147_m=2_n=8_l=20_c=10_s=2;8,0;0,0;18,0;5,6;-29,0;-18,0;166,0;0,6419;0,0
instance148_m=2_n=8_l=20_c=10_s=0;7,0;1,0;11,0;4,7;-44,1;-41,0;122,0;0,6351;0,7
instance149_m=2_n=8_l=20_c=10_s=1;7,0;1,0;11,0;5,0;-44,6;-41,0;119,0;0,6354;0,5
instance150_m=2_n=8_l=20_c=10_s=2;7,0;1,0;11,0;4,8;-43,7;-41,0;121,0;0,6356;0,3
instance151_m=2_n=8_l=20_c=15_s=0;8,0;0,0;8,0;4,4;-12,9;-8,0;188,0;0,6018;0,0
instance152_m=2_n=8_l=20_c=15_s=1;8,0;0,0;8,0;4,7;-9,8;-8,0;185,0;0,6015;-0,1
instance153_m=2_n=8_l=20_c=15_s=2;8,0;0,0;8,0;4,1;-15,3;-8,0;191,0;0,6026;0,0
instance154_m=2_n=8_l=20_c=15_s=0;7,0;1,0;3,0;2,0;-36,1;-33,0;157,0;0,5909;0,0
instance155_m=2_n=8_l=20_c=15_s=1;7,0;1,0;3,0;2,0;-35,0;-33,0;157,0;0,5923;0,0
instance156_m=2_n=8_l=20_c=15_s=2;7,0;1,0;3,0;2,0;-35,3;-33,0;157,0;0,5889;0,0
instance157_m=2_n=8_l=20_c=15_s=0;8,0;0,0;9,0;4,2;-15,4;-9,0;189,0;0,6002;0,0
instance158_m=2_n=8_l=20_c=15_s=1;8,0;0,0;9,0;4,6;-15,1;-9,0;185,0;0,5996;0,0
instance159_m=2_n=8_l=20_c=15_s=2;8,0;0,0;9,0;4,4;-15,5;-9,0;187,0;0,6006;0,0
instance160_m=2_n=8_l=20_c=15_s=0;7,0;1,0;3,0;1,9;-34,9;-33,0;158,0;0,7024;0,0
instance161_m=2_n=8_l=20_c=15_s=1;7,0;1,0;3,0;1,7;-36,0;-33,0;160,0;0,6947;0,0
instance162_m=2_n=8_l=20_c=15_s=2;7,0;1,0;3,0;1,9;-35,7;-33,0;158,0;0,6954;0,0
instance163_m=2_n=8_l=20_c=15_s=0;8,0;0,0;10,0;5,0;-13,3;-10,0;180,0;0,602;0,0
instance164_m=2_n=8_l=20_c=15_s=1;8,0;0,0;10,0;4,7;-20,3;-10,0;183,0;0,6005;-0,1
instance165_m=2_n=8_l=20_c=15_s=2;8,0;0,0;10,0;4,7;-15,5;-10,0;183,0;0,6039;0,0
instance166_m=2_n=8_l=20_c=15_s=0;8,0;0,0;8,0;4,0;-14,5;-8,0;192,0;0,5989;-0,1
instance167_m=2_n=8_l=20_c=15_s=1;8,0;0,0;8,0;4,0;-20,0;-8,0;192,0;0,5962;-0,1
instance168_m=2_n=8_l=20_c=15_s=2;8,0;0,0;8,0;4,0;-12,6;-8,0;192,0;0,5998;0,0
instance169_m=2_n=8_l=20_c=15_s=0;8,0;0,0;8,0;4,0;-9,4;-8,0;192,0;0,6048;-0,1
instance170_m=2_n=8_l=20_c=15_s=1;8,0;0,0;8,0;3,9;-14,4;-8,0;193,0;0,6051;0,0
instance171_m=2_n=8_l=20_c=15_s=2;8,0;0,0;8,0;4,4;-9,1;-8,0;188,0;0,6058;0,0
instance172_m=2_n=8_l=20_c=15_s=0;8,0;0,0;6,0;2,7;-8,7;-6,0;207,0;0,6032;0,0
instance173_m=2_n=8_l=20_c=15_s=1;8,0;0,0;6,0;2,5;-7,8;-6,0;209,0;0,6049;0,0
instance174_m=2_n=8_l=20_c=15_s=2;8,0;0,0;6,0;2,5;-8,2;-6,0;209,0;0,6074;0,0
instance175_m=2_n=8_l=20_c=15_s=0;8,0;0,0;7,0;4,5;-8,1;-7,0;188,0;0,6032;-0,1
instance176_m=2_n=8_l=20_c=15_s=1;8,0;0,0;7,0;4,4;-8,4;-7,0;189,0;0,601;0,0
instance177_m=2_n=8_l=20_c=15_s=2;8,0;0,0;7,0;4,3;-11,6;-7,0;190,0;0,6011;0,0
instance178_m=2_n=8_l=20_c=15_s=0;8,0;0,0;9,0;5,6;-22,5;-9,0;175,0;0,598;-0,2
instance179_m=2_n=8_l=20_c=15_s=1;8,0;0,0;9,0;5,2;-23,1;-9,0;179,0;0,594;0,0
instance180_m=2_n=8_l=20_c=15_s=2;8,0;0,0;9,0;5,0;-19,9;-9,0;181,0;0,5946;0,0
instance181_m=2_n=8_l=20_c=15_s=0;8,0;0,0;4,0;2,9;-4,4;-4,0;207,0;0,6759;-0,1
instance182_m=2_n=8_l=20_c=15_s=1;8,0;0,0;4,0;2,7;-7,4;-4,0;209,0;0,6707;0,0
instance183_m=2_n=8_l=20_c=15_s=2;8,0;0,0;4,0;3,0;-7,4;-4,0;206,0;0,6705;-0,1
instance184_m=2_n=8_l=20_c=15_s=0;7,0;1,0;0,0;0,0;-30,9;-30,0;180,0;0,6526;0,0
instance185_m=2_n=8_l=20_c=15_s=1;7,0;1,0;0,0;0,0;-31,4;-30,0;180,0;0,6519;0,0
instance186_m=2_n=8_l=20_c=15_s=2;7,0;1,0;0,0;0,0;-31,4;-30,0;180,0;0,6497;0,0
instance187_m=2_n=8_l=20_c=15_s=0;7,0;1,0;1,0;1,0;-32,0;-31,0;169,0;0,6582;0,0
instance188_m=2_n=8_l=20_c=15_s=1;7,0;1,0;1,0;1,0;-31,8;-31,0;169,0;0,6574;0,0
instance189_m=2_n=8_l=20_c=15_s=2;7,0;1,0;1,0;1,0;-31,7;-31,0;169,0;0,6577;0,0
instance190_m=2_n=8_l=20_c=15_s=0;7,0;1,0;0,0;0,0;-32,1;-30,0;180,0;0,6581;0,1
instance191_m=2_n=8_l=20_c=15_s=1;7,0;1,0;0,0;0,0;-31,3;-30,0;180,0;0,6594;0,9
instance192_m=2_n=8_l=20_c=15_s=2;7,0;1,0;0,0;0,0;-31,6;-30,0;180,0;0,6609;0,4
instance193_m=2_n=8_l=20_c=15_s=0;8,0;0,0;5,0;2,4;-5,6;-5,0;211,0;0,672;0,0
instance194_m=2_n=8_l=20_c=15_s=1;8,0;0,0;5,0;2,2;-5,4;-5,0;213,0;0,6755;-0,1
instance195_m=2_n=8_l=20_c=15_s=2;8,0;0,0;5,0;2,5;-7,9;-5,0;210,0;0,67;-0,1
instance196_m=2_n=8_l=20_c=15_s=0;8,0;0,0;3,0;1,9;-20,4;-3,0;218,0;0,6667;0,0
instance197_m=2_n=8_l=20_c=15_s=1;8,0;0,0;3,0;2,0;-11,7;-3,0;217,0;0,6697;0,0
instance198_m=2_n=8_l=20_c=15_s=2;8,0;0,0;3,0;2,0;-17,2;-3,0;217,0;0,6689;0,0
instance199_m=2_n=8_l=20_c=15_s=0;8,0;0,0;3,0;1,9;-3,6;-3,0;218,0;0,667;-0,1
instance200_m=2_n=8_l=20_c=15_s=1;8,0;0,0;3,0;1,8;-3,1;-3,0;219,0;0,6671;-0,1
instance201_m=2_n=8_l=20_c=15_s=2;8,0;0,0;3,0;1,9;-3,7;-3,0;218,0;0,6693;0,0
instance202_m=2_n=8_l=20_c=15_s=0;8,0;0,0;5,0;3,0;-17,9;-5,0;205,0;0,6614;0,0
instance203_m=2_n=8_l=20_c=15_s=1;8,0;0,0;5,0;3,0;-18,0;-5,0;205,0;0,6632;-0,1
instance204_m=2_n=8_l=20_c=15_s=2;8,0;0,0;5,0;3,0;-10,4;-5,0;205,0;0,6648;-0,1
instance205_m=2_n=8_l=20_c=15_s=0;7,0;1,0;0,0;0,0;-30,8;-30,0;180,0;0,6523;0,0
instance206_m=2_n=8_l=20_c=15_s=1;7,0;1,0;0,0;0,0;-30,7;-30,0;180,0;0,6578;-0,2
instance207_m=2_n=8_l=20_c=15_s=2;7,0;1,0;0,0;0,0;-30,9;-30,0;180,0;0,6531;0,0
instance208_m=2_n=8_l=20_c=15_s=0;7,0;1,0;0,0;0,0;-31,3;-30,0;180,0;0,6561;0,0
instance209_m=2_n=8_l=20_c=15_s=1;7,0;1,0;0,0;0,0;-31,5;-30,0;180,0;0,6574;0,0
instance210_m=2_n=8_l=20_c=15_s=2;7,0;1,0;0,0;0,0;-31,4;-30,0;180,0;0,658;0,0
instance211_m=2_n=8_l=20_c=15_s=0;8,0;0,0;10,0;4,6;-18,8;-10,0;184,0;0,7512;0,0
instance212_m=2_n=8_l=20_c=15_s=1;8,0;0,0;10,0;4,6;-20,5;-10,0;184,0;0,7456;0,0
instance213_m=2_n=8_l=20_c=15_s=2;8,0;0,0;10,0;4,4;-19,1;-10,0;186,0;0,7586;0,2
instance214_m=2_n=8_l=20_c=15_s=0;8,0;0,0;8,0;3,8;-11,6;-8,0;194,0;0,7485;0,0
instance215_m=2_n=8_l=20_c=15_s=1;8,0;0,0;8,0;3,7;-14,3;-8,0;195,0;0,7512;0,0
instance216_m=2_n=8_l=20_c=15_s=2;8,0;0,0;8,0;3,4;-17,3;-8,0;198,0;0,7458;0,0
instance217_m=2_n=8_l=20_c=15_s=0;8,0;0,0;9,0;4,0;-21,9;-9,0;191,0;0,7523;0,0
instance218_m=2_n=8_l=20_c=15_s=1;8,0;0,0;9,0;4,0;-18,3;-9,0;191,0;0,7534;0,0
instance219_m=2_n=8_l=20_c=15_s=2;8,0;0,0;9,0;4,0;-20,4;-9,0;191,0;0,7521;0,1
