Instancia;Tarefas Finalizadas;Tarefas não finalizads;Trocas;Instancias de troca;Soluções Iniciais;Soluções Final;Soluções Final Real;Tempo;PTL
instanceLarge43_m=3_n=50_l=30_c=20_s=0;49.0;1.0;94.0;37.0;0;-1564,0;976,0;0,0;0
instanceLarge44_m=3_n=50_l=30_c=20_s=1;49.0;1.0;94.0;37.0;0;-1564,0;976,0;0,0;0
instanceLarge45_m=3_n=50_l=30_c=20_s=2;49.0;1.0;94.0;37.0;0;-1564,0;976,0;0,0;0
instanceLarge46_m=3_n=50_l=30_c=20_s=0;48.0;2.0;95.0;39.0;0;-1535,0;895,0;0,0;0
instanceLarge47_m=3_n=50_l=30_c=20_s=1;50.0;0.0;100.0;41.0;0;-1600,0;990,0;0,0;0
instanceLarge48_m=3_n=50_l=30_c=20_s=2;49.0;1.0;97.0;40.0;0;-1567,0;943,0;0,0;0
instanceLarge49_m=3_n=50_l=30_c=20_s=0;49.0;1.0;103.0;41.0;0;-1573,0;927,0;0,0;0
instanceLarge50_m=3_n=50_l=30_c=20_s=1;49.0;1.0;103.0;41.0;0;-1573,0;927,0;0,002;0
instanceLarge51_m=3_n=50_l=30_c=20_s=2;48.0;2.0;100.0;40.0;0;-1540,0;880,0;0,0;0
instanceLarge52_m=3_n=50_l=30_c=20_s=0;49.0;1.0;103.0;40.0;0;-1573,0;937,0;0,0;0
instanceLarge53_m=3_n=50_l=30_c=20_s=1;50.0;0.0;105.0;41.0;0;-1605,0;985,0;0,0;0
instanceLarge54_m=3_n=50_l=30_c=20_s=2;49.0;1.0;103.0;40.0;0;-1573,0;937,0;0,0;0
instanceLarge55_m=3_n=50_l=30_c=20_s=0;49.0;1.0;102.0;40.0;0;-1572,0;938,0;0,0;0
instanceLarge56_m=3_n=50_l=30_c=20_s=1;49.0;1.0;102.0;40.0;0;-1572,0;938,0;0,0;0
instanceLarge57_m=3_n=50_l=30_c=20_s=2;49.0;1.0;102.0;40.0;0;-1572,0;938,0;0,0;0
instanceLarge58_m=3_n=50_l=30_c=20_s=0;48.0;2.0;99.0;42.0;0;-1539,0;861,0;0,0;0
instanceLarge59_m=3_n=50_l=30_c=20_s=1;48.0;2.0;99.0;42.0;0;-1539,0;861,0;0,001;0
instanceLarge60_m=3_n=50_l=30_c=20_s=2;48.0;2.0;99.0;42.0;0;-1539,0;861,0;0,0;0
instanceLarge61_m=3_n=50_l=40_c=30_s=0;49.0;1.0;52.0;26.0;0;-1522,0;1128,0;0,0;0
instanceLarge62_m=3_n=50_l=40_c=30_s=1;48.0;2.0;52.0;26.0;0;-1492,0;1068,0;0,0;0
instanceLarge63_m=3_n=50_l=40_c=30_s=2;49.0;1.0;52.0;26.0;0;-1522,0;1128,0;0,003;0
instanceLarge64_m=3_n=50_l=40_c=30_s=0;49.0;1.0;50.0;26.0;0;-1520,0;1130,0;0,0;0
instanceLarge65_m=3_n=50_l=40_c=30_s=1;49.0;1.0;50.0;26.0;0;-1520,0;1130,0;0,0;0
instanceLarge66_m=3_n=50_l=40_c=30_s=2;48.0;2.0;50.0;26.0;0;-1490,0;1070,0;0,0;0
instanceLarge67_m=3_n=50_l=40_c=30_s=0;48.0;2.0;51.0;27.0;0;-1491,0;1059,0;0,0;0
instanceLarge68_m=3_n=50_l=40_c=30_s=1;50.0;0.0;53.0;29.0;0;-1553,0;1157,0;0,0;0
instanceLarge69_m=3_n=50_l=40_c=30_s=2;49.0;1.0;52.0;28.0;0;-1522,0;1108,0;0,0;0
instanceLarge70_m=3_n=50_l=40_c=30_s=0;48.0;2.0;50.0;27.0;0;-1490,0;1060,0;0,0;0
instanceLarge71_m=3_n=50_l=40_c=30_s=1;49.0;1.0;51.0;28.0;0;-1521,0;1109,0;0,0;0
instanceLarge72_m=3_n=50_l=40_c=30_s=2;49.0;1.0;51.0;28.0;0;-1521,0;1109,0;0,0;0
instanceLarge73_m=3_n=50_l=40_c=30_s=0;48.0;2.0;51.0;26.0;0;-1491,0;1069,0;0,0;0
instanceLarge74_m=3_n=50_l=40_c=30_s=1;47.0;3.0;51.0;26.0;0;-1461,0;1009,0;0,0;0
instanceLarge75_m=3_n=50_l=40_c=30_s=2;48.0;2.0;51.0;26.0;0;-1491,0;1069,0;0,0;0
instanceLarge76_m=3_n=50_l=40_c=30_s=0;47.0;3.0;50.0;30.0;0;-1460,0;970,0;0,0;0
instanceLarge77_m=3_n=50_l=40_c=30_s=1;47.0;3.0;50.0;30.0;0;-1460,0;970,0;0,0;0
instanceLarge78_m=3_n=50_l=40_c=30_s=2;49.0;1.0;51.0;31.0;0;-1521,0;1079,0;0,0;0
instanceLarge79_m=3_n=50_l=40_c=30_s=0;48.0;2.0;46.0;24.0;0;-1486,0;1094,0;0,001;0
instanceLarge80_m=3_n=50_l=40_c=30_s=1;48.0;2.0;46.0;24.0;0;-1486,0;1094,0;0,0;0
instanceLarge81_m=3_n=50_l=40_c=30_s=2;49.0;1.0;48.0;25.0;0;-1518,0;1142,0;0,0;0
instanceLarge82_m=3_n=50_l=40_c=30_s=0;49.0;1.0;45.0;24.0;0;-1515,0;1155,0;0,0;0
instanceLarge83_m=3_n=50_l=40_c=30_s=1;49.0;1.0;45.0;24.0;0;-1515,0;1155,0;0,001;0
instanceLarge84_m=3_n=50_l=40_c=30_s=2;49.0;1.0;45.0;24.0;0;-1515,0;1155,0;0,0;0
instanceLarge85_m=3_n=50_l=40_c=30_s=0;48.0;2.0;47.0;27.0;0;-1487,0;1063,0;0,0;0
instanceLarge86_m=3_n=50_l=40_c=30_s=1;48.0;2.0;47.0;27.0;0;-1487,0;1063,0;0,0;0
instanceLarge87_m=3_n=50_l=40_c=30_s=2;48.0;2.0;47.0;27.0;0;-1487,0;1063,0;0,0;0
instanceLarge88_m=3_n=50_l=40_c=30_s=0;49.0;1.0;57.0;27.0;0;-1527,0;1113,0;0,0;0
instanceLarge89_m=3_n=50_l=40_c=30_s=1;49.0;1.0;57.0;27.0;0;-1527,0;1113,0;0,0;0
instanceLarge90_m=3_n=50_l=40_c=30_s=2;48.0;2.0;57.0;27.0;0;-1497,0;1053,0;0,002;0
instanceLarge91_m=3_n=50_l=40_c=30_s=0;50.0;0.0;267.0;47.0;0;-1767,0;763,0;0,0;0
instanceLarge92_m=3_n=50_l=40_c=30_s=1;48.0;2.0;254.0;45.0;0;-1694,0;676,0;0,0;0
instanceLarge93_m=3_n=50_l=40_c=30_s=2;49.0;1.0;259.0;46.0;0;-1729,0;721,0;0,0;0
instanceLarge94_m=3_n=50_l=40_c=30_s=0;49.0;1.0;246.0;46.0;0;-1716,0;734,0;0,0;0
instanceLarge95_m=3_n=50_l=40_c=30_s=1;49.0;1.0;246.0;46.0;0;-1716,0;734,0;0,0;0
instanceLarge96_m=3_n=50_l=40_c=30_s=2;49.0;1.0;246.0;46.0;0;-1716,0;734,0;0,0;0
instanceLarge97_m=3_n=50_l=40_c=30_s=0;49.0;1.0;259.0;46.0;0;-1729,0;721,0;0,0;0
instanceLarge98_m=3_n=50_l=40_c=30_s=1;48.0;2.0;254.0;45.0;0;-1694,0;676,0;0,0;0
instanceLarge99_m=3_n=50_l=40_c=30_s=2;49.0;1.0;259.0;46.0;0;-1729,0;721,0;0,0;0
instanceLarge100_m=3_n=50_l=40_c=30_s=0;50.0;0.0;253.0;47.0;0;-1753,0;777,0;0,0;0
instanceLarge101_m=3_n=50_l=40_c=30_s=1;50.0;0.0;253.0;47.0;0;-1753,0;777,0;0,0;0
instanceLarge102_m=3_n=50_l=40_c=30_s=2;49.0;1.0;249.0;46.0;0;-1719,0;731,0;0,0;0
instanceLarge103_m=3_n=50_l=40_c=30_s=0;49.0;1.0;242.0;46.0;0;-1712,0;738,0;0,0;0
instanceLarge104_m=3_n=50_l=40_c=30_s=1;50.0;0.0;249.0;47.0;0;-1749,0;781,0;0,0;0
instanceLarge105_m=3_n=50_l=40_c=30_s=2;49.0;1.0;242.0;46.0;0;-1712,0;738,0;0,0;0
instanceLarge106_m=3_n=50_l=40_c=30_s=0;49.0;1.0;235.0;46.0;0;-1705,0;745,0;0,0;0
instanceLarge107_m=3_n=50_l=40_c=30_s=1;48.0;2.0;229.0;45.0;0;-1669,0;701,0;0,0;0
instanceLarge108_m=3_n=50_l=40_c=30_s=2;49.0;1.0;235.0;46.0;0;-1705,0;745,0;0,0;0
instanceLarge109_m=3_n=50_l=40_c=30_s=0;49.0;1.0;252.0;46.0;0;-1722,0;728,0;0,0;0
instanceLarge110_m=3_n=50_l=40_c=30_s=1;49.0;1.0;252.0;46.0;0;-1722,0;728,0;0,0;0
instanceLarge111_m=3_n=50_l=40_c=30_s=2;48.0;2.0;250.0;45.0;0;-1690,0;680,0;0,0;0
instanceLarge112_m=3_n=50_l=40_c=30_s=0;49.0;1.0;247.0;46.0;0;-1717,0;733,0;0,002;0
instanceLarge113_m=3_n=50_l=40_c=30_s=1;47.0;3.0;233.0;44.0;0;-1643,0;647,0;0,0;0
instanceLarge114_m=3_n=50_l=40_c=30_s=2;49.0;1.0;247.0;46.0;0;-1717,0;733,0;0,0;0
instanceLarge115_m=3_n=50_l=40_c=30_s=0;48.0;2.0;251.0;45.0;0;-1691,0;679,0;0,0;0
instanceLarge116_m=3_n=50_l=40_c=30_s=1;50.0;0.0;260.0;47.0;0;-1760,0;770,0;0,0;0
instanceLarge117_m=3_n=50_l=40_c=30_s=2;49.0;1.0;257.0;46.0;0;-1727,0;723,0;0,0;0
instanceLarge118_m=3_n=50_l=40_c=30_s=0;49.0;1.0;257.0;46.0;0;-1727,0;723,0;0,0;0
instanceLarge119_m=3_n=50_l=40_c=30_s=1;49.0;1.0;257.0;46.0;0;-1727,0;723,0;0,0;0
instanceLarge120_m=3_n=50_l=40_c=30_s=2;48.0;2.0;250.0;45.0;0;-1690,0;680,0;0,0;0
instanceLarge121_m=4_n=50_l=30_c=10_s=0;46.0;4.0;157.0;41.0;0;-1537,0;693,0;0,0;0
instanceLarge122_m=4_n=50_l=30_c=10_s=1;45.0;5.0;155.0;40.0;0;-1505,0;645,0;0,0;0
instanceLarge123_m=4_n=50_l=30_c=10_s=2;48.0;2.0;165.0;43.0;0;-1605,0;785,0;0,0;0
instanceLarge124_m=4_n=50_l=30_c=10_s=0;47.0;3.0;155.0;43.0;0;-1565,0;735,0;0,0;0
instanceLarge125_m=4_n=50_l=30_c=10_s=1;50.0;0.0;166.0;46.0;0;-1666,0;874,0;0,0;0
instanceLarge126_m=4_n=50_l=30_c=10_s=2;48.0;2.0;158.0;44.0;0;-1598,0;782,0;0,0;0
instanceLarge127_m=4_n=50_l=30_c=10_s=0;48.0;2.0;165.0;43.0;0;-1605,0;785,0;0,0;0
instanceLarge128_m=4_n=50_l=30_c=10_s=1;48.0;2.0;165.0;43.0;0;-1605,0;785,0;0,0;0
instanceLarge129_m=4_n=50_l=30_c=10_s=2;48.0;2.0;165.0;43.0;0;-1605,0;785,0;0,0;0
instanceLarge130_m=4_n=50_l=30_c=10_s=0;50.0;0.0;163.0;43.0;0;-1663,0;907,0;0,0;0
instanceLarge131_m=4_n=50_l=30_c=10_s=1;48.0;2.0;151.0;41.0;0;-1591,0;819,0;0,0;0
instanceLarge132_m=4_n=50_l=30_c=10_s=2;48.0;2.0;151.0;41.0;0;-1591,0;819,0;0,0;0
instanceLarge133_m=4_n=50_l=30_c=10_s=0;50.0;0.0;154.0;44.0;0;-1654,0;906,0;0,0;0
instanceLarge134_m=4_n=50_l=30_c=10_s=1;47.0;3.0;144.0;41.0;0;-1554,0;766,0;0,0;0
instanceLarge135_m=4_n=50_l=30_c=10_s=2;49.0;1.0;151.0;43.0;0;-1621,0;859,0;0,0;0
instanceLarge136_m=4_n=50_l=30_c=10_s=0;47.0;3.0;158.0;41.0;0;-1568,0;752,0;0,0;0
instanceLarge137_m=4_n=50_l=30_c=10_s=1;49.0;1.0;166.0;43.0;0;-1636,0;844,0;0,0;0
instanceLarge138_m=4_n=50_l=30_c=10_s=2;48.0;2.0;164.0;42.0;0;-1604,0;796,0;0,002;0
instanceLarge139_m=4_n=50_l=30_c=10_s=0;49.0;1.0;149.0;44.0;0;-1619,0;851,0;0,0;0
instanceLarge140_m=4_n=50_l=30_c=10_s=1;50.0;0.0;151.0;45.0;0;-1651,0;899,0;0,0;0
instanceLarge141_m=4_n=50_l=30_c=10_s=2;49.0;1.0;149.0;44.0;0;-1619,0;851,0;0,0;0
instanceLarge142_m=4_n=50_l=30_c=10_s=0;49.0;1.0;161.0;45.0;0;-1631,0;829,0;0,0;0
instanceLarge143_m=4_n=50_l=30_c=10_s=1;48.0;2.0;160.0;44.0;0;-1600,0;780,0;0,0;0
instanceLarge144_m=4_n=50_l=30_c=10_s=2;48.0;2.0;160.0;44.0;0;-1600,0;780,0;0,0;0
instanceLarge145_m=4_n=50_l=30_c=10_s=0;50.0;0.0;154.0;42.0;0;-1654,0;926,0;0,001;0
instanceLarge146_m=4_n=50_l=30_c=10_s=1;49.0;1.0;150.0;41.0;0;-1620,0;880,0;0,0;0
instanceLarge147_m=4_n=50_l=30_c=10_s=2;48.0;2.0;144.0;40.0;0;-1584,0;836,0;0,0;0
instanceLarge148_m=4_n=50_l=30_c=10_s=0;48.0;2.0;153.0;42.0;0;-1593,0;807,0;0,0;0
instanceLarge149_m=4_n=50_l=30_c=10_s=1;49.0;1.0;155.0;43.0;0;-1625,0;855,0;0,0;0
instanceLarge150_m=4_n=50_l=30_c=10_s=2;49.0;1.0;155.0;43.0;0;-1625,0;855,0;0,0;0
instanceLarge151_m=4_n=50_l=30_c=20_s=0;50.0;0.0;103.0;42.0;0;-1603,0;977,0;0,0;0
instanceLarge152_m=4_n=50_l=30_c=20_s=1;47.0;3.0;95.0;40.0;0;-1505,0;825,0;0,0;0
instanceLarge153_m=4_n=50_l=30_c=20_s=2;48.0;2.0;99.0;41.0;0;-1539,0;871,0;0,0;0
instanceLarge154_m=4_n=50_l=30_c=20_s=0;47.0;3.0;99.0;38.0;0;-1509,0;841,0;0,0;0
instanceLarge155_m=4_n=50_l=30_c=20_s=1;49.0;1.0;106.0;40.0;0;-1576,0;934,0;0,0;0
instanceLarge156_m=4_n=50_l=30_c=20_s=2;49.0;1.0;106.0;40.0;0;-1576,0;934,0;0,0;0
instanceLarge157_m=4_n=50_l=30_c=20_s=0;49.0;1.0;110.0;41.0;0;-1580,0;920,0;0,003;0
instanceLarge158_m=4_n=50_l=30_c=20_s=1;47.0;3.0;105.0;39.0;0;-1515,0;825,0;0,0;0
instanceLarge159_m=4_n=50_l=30_c=20_s=2;49.0;1.0;110.0;41.0;0;-1580,0;920,0;0,0;0
instanceLarge160_m=4_n=50_l=30_c=20_s=0;49.0;1.0;96.0;41.0;0;-1566,0;934,0;0,0;0
instanceLarge161_m=4_n=50_l=30_c=20_s=1;50.0;0.0;98.0;42.0;0;-1598,0;982,0;0,0;0
instanceLarge162_m=4_n=50_l=30_c=20_s=2;48.0;2.0;94.0;40.0;0;-1534,0;886,0;0,0;0
instanceLarge163_m=4_n=50_l=30_c=20_s=0;49.0;1.0;101.0;42.0;0;-1571,0;919,0;0,0;0
instanceLarge164_m=4_n=50_l=30_c=20_s=1;48.0;2.0;99.0;41.0;0;-1539,0;871,0;0,0;0
instanceLarge165_m=4_n=50_l=30_c=20_s=2;49.0;1.0;101.0;42.0;0;-1571,0;919,0;0,0;0
instanceLarge166_m=4_n=50_l=30_c=20_s=0;49.0;1.0;109.0;41.0;0;-1579,0;921,0;0,0;0
instanceLarge167_m=4_n=50_l=30_c=20_s=1;50.0;0.0;111.0;42.0;0;-1611,0;969,0;0,0;0
instanceLarge168_m=4_n=50_l=30_c=20_s=2;48.0;2.0;107.0;40.0;0;-1547,0;873,0;0,0;0
instanceLarge169_m=4_n=50_l=30_c=20_s=0;49.0;1.0;106.0;39.0;0;-1576,0;944,0;0,0;0
instanceLarge170_m=4_n=50_l=30_c=20_s=1;50.0;0.0;108.0;40.0;0;-1608,0;992,0;0,0;0
instanceLarge171_m=4_n=50_l=30_c=20_s=2;48.0;2.0;103.0;38.0;0;-1543,0;897,0;0,0;0
instanceLarge172_m=4_n=50_l=30_c=20_s=0;48.0;2.0;95.0;36.0;0;-1535,0;925,0;0,0;0
instanceLarge173_m=4_n=50_l=30_c=20_s=1;50.0;0.0;99.0;38.0;0;-1599,0;1021,0;0,0;0
instanceLarge174_m=4_n=50_l=30_c=20_s=2;48.0;2.0;95.0;36.0;0;-1535,0;925,0;0,0;0
instanceLarge175_m=4_n=50_l=30_c=20_s=0;48.0;2.0;103.0;39.0;0;-1543,0;887,0;0,0;0
instanceLarge176_m=4_n=50_l=30_c=20_s=1;50.0;0.0;106.0;41.0;0;-1606,0;984,0;0,0;0
instanceLarge177_m=4_n=50_l=30_c=20_s=2;48.0;2.0;103.0;39.0;0;-1543,0;887,0;0,0;0
instanceLarge178_m=4_n=50_l=30_c=20_s=0;48.0;2.0;113.0;40.0;0;-1553,0;867,0;0,0;0
instanceLarge179_m=4_n=50_l=30_c=20_s=1;49.0;1.0;114.0;41.0;0;-1584,0;916,0;0,0;0
instanceLarge180_m=4_n=50_l=30_c=20_s=2;49.0;1.0;114.0;41.0;0;-1584,0;916,0;0,002;0
instanceLarge181_m=4_n=50_l=40_c=30_s=0;48.0;2.0;55.0;23.0;0;-1495,0;1095,0;0,0;0
instanceLarge182_m=4_n=50_l=40_c=30_s=1;47.0;3.0;52.0;22.0;0;-1462,0;1048,0;0,0;0
instanceLarge183_m=4_n=50_l=40_c=30_s=2;48.0;2.0;55.0;23.0;0;-1495,0;1095,0;0,0;0
instanceLarge184_m=4_n=50_l=40_c=30_s=0;48.0;2.0;55.0;28.0;0;-1495,0;1045,0;0,0;0
instanceLarge185_m=4_n=50_l=40_c=30_s=1;48.0;2.0;55.0;28.0;0;-1495,0;1045,0;0,003;0
instanceLarge186_m=4_n=50_l=40_c=30_s=2;48.0;2.0;55.0;28.0;0;-1495,0;1045,0;0,0;0
instanceLarge187_m=4_n=50_l=40_c=30_s=0;49.0;1.0;56.0;22.0;0;-1526,0;1164,0;0,0;0
instanceLarge188_m=4_n=50_l=40_c=30_s=1;48.0;2.0;56.0;22.0;0;-1496,0;1104,0;0,0;0
instanceLarge189_m=4_n=50_l=40_c=30_s=2;48.0;2.0;56.0;22.0;0;-1496,0;1104,0;0,0;0
instanceLarge190_m=4_n=50_l=40_c=30_s=0;49.0;1.0;50.0;24.0;0;-1520,0;1150,0;0,0;0
instanceLarge191_m=4_n=50_l=40_c=30_s=1;48.0;2.0;50.0;24.0;0;-1490,0;1090,0;0,0;0
instanceLarge192_m=4_n=50_l=40_c=30_s=2;48.0;2.0;50.0;24.0;0;-1490,0;1090,0;0,0;0
instanceLarge193_m=4_n=50_l=40_c=30_s=0;48.0;2.0;57.0;24.0;0;-1497,0;1083,0;0,0;0
instanceLarge194_m=4_n=50_l=40_c=30_s=1;48.0;2.0;57.0;24.0;0;-1497,0;1083,0;0,0;0
instanceLarge195_m=4_n=50_l=40_c=30_s=2;48.0;2.0;57.0;24.0;0;-1497,0;1083,0;0,0;0
instanceLarge196_m=4_n=50_l=40_c=30_s=0;50.0;0.0;62.0;29.0;0;-1562,0;1148,0;0,0;0
instanceLarge197_m=4_n=50_l=40_c=30_s=1;49.0;1.0;61.0;28.0;0;-1531,0;1099,0;0,0;0
instanceLarge198_m=4_n=50_l=40_c=30_s=2;48.0;2.0;59.0;27.0;0;-1499,0;1051,0;0,0;0
instanceLarge199_m=4_n=50_l=40_c=30_s=0;48.0;2.0;54.0;25.0;0;-1494,0;1076,0;0,0;0
instanceLarge200_m=4_n=50_l=40_c=30_s=1;49.0;1.0;54.0;25.0;0;-1524,0;1136,0;0,0;0
instanceLarge201_m=4_n=50_l=40_c=30_s=2;48.0;2.0;54.0;25.0;0;-1494,0;1076,0;0,0;0
instanceLarge202_m=4_n=50_l=40_c=30_s=0;49.0;1.0;52.0;31.0;0;-1522,0;1078,0;0,0;0
instanceLarge203_m=4_n=50_l=40_c=30_s=1;47.0;3.0;51.0;30.0;0;-1461,0;969,0;0,0;0
instanceLarge204_m=4_n=50_l=40_c=30_s=2;48.0;2.0;51.0;30.0;0;-1491,0;1029,0;0,0;0
instanceLarge205_m=4_n=50_l=40_c=30_s=0;48.0;2.0;56.0;28.0;0;-1496,0;1044,0;0,0;0
instanceLarge206_m=4_n=50_l=40_c=30_s=1;46.0;4.0;53.0;26.0;0;-1433,0;947,0;0,0;0
instanceLarge207_m=4_n=50_l=40_c=30_s=2;48.0;2.0;56.0;28.0;0;-1496,0;1044,0;0,0;0
instanceLarge208_m=4_n=50_l=40_c=30_s=0;47.0;3.0;47.0;24.0;0;-1457,0;1033,0;0,0;0
instanceLarge209_m=4_n=50_l=40_c=30_s=1;48.0;2.0;48.0;25.0;0;-1488,0;1082,0;0,0;0
instanceLarge210_m=4_n=50_l=40_c=30_s=2;48.0;2.0;48.0;25.0;0;-1488,0;1082,0;0,0;0
instanceLarge211_m=4_n=50_l=40_c=30_s=0;49.0;1.0;231.0;44.0;0;-1701,0;769,0;0,0;0
instanceLarge212_m=4_n=50_l=40_c=30_s=1;49.0;1.0;231.0;44.0;0;-1701,0;769,0;0,0;0
instanceLarge213_m=4_n=50_l=40_c=30_s=2;48.0;2.0;224.0;43.0;0;-1664,0;726,0;0,0;0
instanceLarge214_m=4_n=50_l=40_c=30_s=0;48.0;2.0;205.0;44.0;0;-1645,0;735,0;0,0;0
instanceLarge215_m=4_n=50_l=40_c=30_s=1;49.0;1.0;211.0;45.0;0;-1681,0;779,0;0,0;0
instanceLarge216_m=4_n=50_l=40_c=30_s=2;48.0;2.0;205.0;44.0;0;-1645,0;735,0;0,0;0
instanceLarge217_m=4_n=50_l=40_c=30_s=0;48.0;2.0;223.0;44.0;0;-1663,0;717,0;0,0;0
instanceLarge218_m=4_n=50_l=40_c=30_s=1;50.0;0.0;233.0;46.0;0;-1733,0;807,0;0,003;0
instanceLarge219_m=4_n=50_l=40_c=30_s=2;48.0;2.0;223.0;44.0;0;-1663,0;717,0;0,001;0
instanceLarge220_m=4_n=50_l=40_c=30_s=0;48.0;2.0;215.0;41.0;0;-1655,0;755,0;0,0;0
instanceLarge221_m=4_n=50_l=40_c=30_s=1;48.0;2.0;215.0;41.0;0;-1655,0;755,0;0,0;0
instanceLarge222_m=4_n=50_l=40_c=30_s=2;48.0;2.0;215.0;41.0;0;-1655,0;755,0;0,0;0
