TL15;TA00013;TA00019;TA00021;TA00030;TA08018;TA08037;TA00048;TA00050;TA00432;TA00432_1;TA00991;TA10083;TA10202;TA10201;TA02768;TA00386;TA00646;TA09586;TA08133;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TL16;TA07963;TA08090;TA08353;TA00502;TA02225;TA12305;TA08018;TA08019;TA00665;TA00673;TA10253;TA00003;TA01308;TA12313;TA06805;TA03013;TA09281;TA12444;TA05207;TA00532;TA10996;TA00648;TA11961;TA01268;TA00669;TA00697;TA09487;TA00512;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TL17;TA08041;TA05181;TA09925;TA09928;TA08041_1;TA09934;TA09937;TA09938;TA09939;TA09943;TA08147;TA00615;TA00615_1;TA00550;TA03040;TA12036;TA11262;TA07877;TA09632;TA00138;TA01476;TA10156;TA08071;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TL18;TA08071;TA00564;TA02194;TA09846;TA08147;TA02188;TA02333;TA00085;TA00785;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TL19;TA00004;TA00051;TA02784;TA11437;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TL20;TA07385;TA04407;TA02784;TA00039;TA01340;TA00041;TA07840;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TL21;TA08029;TA08000;TA08030;TA08002;TA08011;TA08014;TA08019;TA08037;TA08038;TA08025;TA08026;TA08027;TA08028;TA08022;TA08023;TA00051;TA07840;TA04458;TA10184;TA00989;TA10083;TA01068;TA10185;TA04024;TA02025;TA08554;TA04042;TA04043;TA10178;TA08587;TA10182;TA02407;TA10183;TA00670;TA00432;TA10181;TA01033;TA08765;TA04419;TA04420;TA00808;TA08764;TA09165;TA00041;TA11164;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TL22;TA08041;TA12029;TA11996;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TL23;TA08041;TA09924;TA09928;TA08041_1;TA09935;TA09939;TA08147;TA12029;TA00753;TA10157;TA09255;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TL24;TA08041;TA12028;TA09924;TA09926;TA09928;TA09931;TA09933;TA08041_1;TA12030;TA09935;TA12032;TA09937;TA12033;TA09939;TA12034;TA09940;TA09941;TA09942;TA09943;TA09944;TA08147;TA02804;TA11934;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TL25;TA00004;TA08029;TA08000;TA08033;TA08034;TA08019;TA08037;TA08028;TA00051;TA02784;TA00617;TA02220;TA00005;TA02225;TA12037;TA00552;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TL26;TA08041;TA05181;TA09924;TA09925;TA09926;TA09928;TA09931;TA09932;TA09933;TA08041_1;TA09935;TA09937;TA09939;TA08018;TA09941;TA09943;TA09945;TA09946;TA09947;TA09948;TA02065;TA09950;TA09951;TA09952;TA09954;TA08147;TA02804;TA11934;TA12029;TA12028;TA00138;TA10156;TA09632;TA11262;TA00876;TA00357;TA00231;TA08709;TA08683;TA10617;TA00753;TA02825;TA02212;TA00762;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TL27;TA08071;TA00564;TA02194;TA09846;TA08147;TA02188;TA02333;TA00085;TA00785;TA02187;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TL28;TA08071;TA00564;TA00527;TA02194;TA09846;TA08147;TA02188;TA02333;TA00085;TA00785;TA00404;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TL29;TA07972;TA00584;TA00614;TA00225;TA00564;TA00527;TA00541;TA02204;TA02214;TA02187;TA02169;TA09950;TA09218;TA08153;TA08148;TA09948;TA02183;TA02188;TA02190;TA00471;TA08150;TA02196;TA01755;TA00761;TA02206;TA02227;TA00404;TA02293;TA02301;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TL30;TA07972;TA00584;TA00614;TA00225;TA00564;TA00527;TA00541;TA09931;TA02204;TA02214;TA02187;TA02169;TA09950;TA09218;TA08153;TA09946;TA09948;TA02065;TA08147;TA00753;TA02183;TA02188;TA02190;TA00471;TA08150;TA02193;TA02195;TA02196;TA02197;TA01755;TA00404;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TL31;TA08669;TA09556;TA10565;TA09898;TA10559;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TL32;TA08122;TA00071;TA02186;TA00283;TA00286;TA00287;TA00612;TA02222;TA05392;TA04320;TA00551;TA04369;TA08356;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TL33;TA00109;TA11900;TA11891;TA11888;TA11533;TA11275;TA11204;TA09215;TA09556;TA10075;TA12038;TA10072;TA02430;TA02825;TA01942;TA01948;TA01788;TA12047;TA12087;TA06419;TA09953;TA10142;TA09951;TA11889;TA11244;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TL34;TA05001;TA05002;TA05003;TA05004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TL35;TA08071;TA00564;TA00527;TA02194;TA09846;TA08147;TA02188;TA02333;TA00085;TA00785;TA00404;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TL36;TA00004;TA08002;TA08006;TA08011;TA08018;TA08037;TA08028;TA00051;TA02784;TA00050;TA09957;TA09590;TA01008;TA01007;TA00812;TA00805;TA00703;TA11957;TA00364;TA12043;TA09595;TA08571;TA12040;TA08533;TA08529;TA00057;TA00714;TA12041;TA12042;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TL37;TA08041;TA11996;TA02804;TA08147;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TL38;TA11501;TA00492;TA08148;TA10156;TA11555;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TL39;TA07972;TA00614;TA02169;TA09218;TA08153;TA09846;TA08147;TA00734;TA00437;TA00753;TA01626;TA00750;TA10442;TA00609;TA03454;TA03518;TA04339;TA04999;TA00860;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TL40;TA08102;TA07522;TA07520;TA08126;TA00283;TA08148;TA00285;TA00289;TA00229;TA00529;TA00504;TA00292;TA00293;TA00295;TA00297;TA08359;TA05181;TA08808;TA07877;TA00436;TA12148;TA09934;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TL41;TA00004;TA08002;TA08006;TA08008;TA08014;TA08018;TA08019;TA08037;TA08038;TA08025;TA00051;TA00050;TA02662;TA08586;TA01084;TA00840;TA12051;TA00368;TA11022;TA00376;TA00699;TA00971;TA10084;TA08509;TA09590;TA00095;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TL42;TA00004;TA08000;TA08006;TA08018;TA08037;TA08028;TA00051;TA00050;TA02056;TA08523;TA00024;TA00466;TA04237;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TL43;TA00004;TA08030;TA08002;TA08006;TA00004_F;TA08034;TA08014;TA08038;TA08023;TA00051;TA00050;TA00688;TA00522;TA00092;TA09922;TA12117;TA07771;TA00489;TA11004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TL44;TA08041;TA05180;TA09926;TA09928;TA09931;TA09933;TA08041_1;TA09935;TA09940;TA09941;TA09942;TA09943;TA09944;TA09946;TA09948;TA02065;TA09951;TA09953;TA09954;TA08147;TA12056;TA00753;TA10156;TA12055;TA00557;TA00447;TA00388;TA00354;TA07813;TA11216;TA07862;TA11266;TA12054;TA12052;TA07948;TA00509;TA01546;TA00864;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TL45;TA08071;TA02194;TA09846;TA08147;TA02188;TA02333;TA00085;TA00785;TA02150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TL46;TA00004;TA08000;TA08006;TA08011;TA08018;TA08036;TA08028;TA00051;TA00050;TA00649;TA00669;TA10356;TA00464;TA12048;TA12049;TA12050;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TL47;TA00004;TA08004;TA08006;TA08008;TA08018;TA08019;TA00051;TA02784;TA00050;TA02662;TA00713;TA00646;TA01057;TA00970;TA09279;TA11096;TA00365;TA09588;TA09585;TA00104;TA08564;TA08511;TA00376;TA00094;TA00095;TA00096;TA12057;TA08133;TA00834;TA07883;TA05058;TA05041;TA04227;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TL48;TA02662;TA08000;TA00062;TA03883;TA00069;TA00649;TA01982;TA00703;TA03903;TA01974;TA01021;TA04157;TA08024;TA10084;TA08017;TA11096;TA12048;TA00143;TA08499;TA08004;TA08008;TA00051;TA00050;TA00004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TL49;TA08002;TA08004;TA08006;TA08008;TA08017;TA08018;TA08009;TA08019;TA08037;TA08026;TA01974;TA00051;TA02784;TA10357;TA11007;TA00840;TA10084;TA00416;TA11415;TA12058;TA08599;TA00842;TA00097;TA00679;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TL50;TA08000;TA00004;TA08011;TA08014;TA08035;TA08032;TA08018;TA08019;TA08036;TA08027;TA00051;TA02784;TA00104;TA00686;TA00670;TA01093;TA02352;TA00400;TA02205;TA07855;TA01263;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
